X1,Provider.Type,Doctor Identifier,Number.of.Services,Number.of.Beneficiaries,Total.Submitted.Charge.Amount,Total.Allowed.Amount,Total.Payment.Amount,Total.Standardized.Payment.Amount,Number.of.Drug.Services,Total.Drug.Submitted.Charge.Amount,Total.Drug.Allowed.Amount,Total.Drug.Payment.Amount,Total.Drug.Standardized.Payment.Amount,Number.of.Medical.Services,Percent.Atrial.Fibrillation,Percent.Alzheimer.s.Disease.or.Dementia,Percent.Asthma,Percent.Cancer,Percent.Heart.Failure,Percent.Chronic.Kidney.Disease,Percent.Chronic.Obstructive.Pulmonary.Disease,Percent.Depression,Percent.Diabetes,Percent.Hyperlipidemia,Percent.Hypertension,Percent.Ischemic.Heart.Disease,Percent.Osteoporosis,Percent.Rheumatoid.Arthritis.or.Osteoarthritis,Percent.Schizophrenia.or.Other.Psychotic.Disorders,Percent.Stroke,Average.HCC.Risk.Score.of.Beneficiaries,Freq,Specialty.Category,Risk.x,Risk.y
10218,Mass Immunization Roster Biller,553026867,377,69,88741,36952.41,28822.87,29055.34,0,0,0,0,0,377,1,75,1.02,0.75,1.55,1.96,1.2,33,1.86,42,55,28,0.58,35,0.63,0.48,0.93,411,Testing,0.43189782214508,0.465507908681355
10219,Mass Immunization Roster Biller,730626268,2602,449,571205,169194.52,125767.97,143956.58,0,0,0,0,0,2602,28,55,21,13,49,49,34,51,47,64,75,59,14,53,16,16,2.16,411,Testing,0.49791950292841,0.542796803940184
10220,Mass Immunization Roster Biller,735764126,1591,749,605820,202135.15,156353,154890.47,0,0,0,0,0,1591,28,35,37,19,51,62,43,57,47,75,75,57,15,49,20,16,2.34,411,Testing,0.542866124173841,0.568612094108867
10221,Mass Immunization Roster Biller,998080272,452,123,88755,35990.38,25435.44,24529.18,0,0,0,0,0,452,1.15,11,11,0.92,1.71,34,9,24,48,46,75,16,0.69,24,9,0.53,1.3,411,Testing,0.394153549036896,0.439724135432412
10222,Mass Immunization Roster Biller,849063108,1615,513,351430,107232.42,72325.48,71441.9,163,7785,3089.39,2979.88,2979.88,1452,14,6,8,12,14,19,7,7,24,63,63,31,4,44,2.42,3,1.05,411,Testing,0.438674210292288,0.471245639935334
10223,Mass Immunization Roster Biller,256902724,1985,460,351148,166743.73,120476.95,126459.58,163,17638,14279.7,12984.32,12984.32,1822,8,8,9,10,10,17,9,27,19,54,55,19,8,34,4,6,1,411,Testing,0.523146501904337,0.508181863596594
10224,Mass Immunization Roster Biller,513923367,7683,264,134609.02,101548.48,83620.5,84164.27,4413,32638.02,24770.27,24233.34,24233.34,3270,8,8.16,8,9,11,13,5,17,27,58,49,23,7.83,27,3.63,5,1.11,411,Testing,0.563064491827809,0.551918117381585
10225,Mass Immunization Roster Biller,247002259,117,71,23724,9479.77,6711.82,6474.88,0,0,0,0,0,117,0.45,0.41,25,0.37,15,30,32,62,30,24,55,20,0,15,15,0.2,1.83,411,Testing,0.447381916354047,0.471934739022017
10226,Mass Immunization Roster Biller,295975779,207,203,185390,36753.7,28404.62,28618.57,0,0,0,0,0,207,12,8,9,12,13,21,11,22,29,55,66,27,7,40,0.5,0.46,1.37,411,Testing,0.369027049651519,0.404345137887359
10227,Mass Immunization Roster Biller,637303232,132,132,119374.5,17896.89,14031.2,13936.28,0,0,0,0,0,132,25,21,16,23,37,48,23,36,35,64,75,41,0.27,48,12,12,1.96,411,Testing,0.42524471573369,0.462068953771559
10228,Mass Immunization Roster Biller,700378358,280,93,51024,16440.74,12462.18,10958.37,0,0,0,0,0,280,0.48,0.33,0.45,75,0.66,14,0.5,40,27,48,56,16,14,30,0.14,0.21,0.93,411,Testing,0.428177191560638,0.47562378656691
10229,Mass Immunization Roster Biller,132412899,2192,70,173504,63131.69,46654.8,43381.33,0,0,0,0,0,2192,1.13,1.05,1.06,0.97,1.62,2.14,1.2,23,2.16,46,53,21,0.69,60,0,0.5,1.1,411,Testing,0.422995219636817,0.458739205341251
10230,Mass Immunization Roster Biller,456364390,208,13,10364,10364,8125.36,10278.2,0,0,0,0,0,208,0,0.71,0.54,0.27,0,0.98,0.65,1.32,0.88,1.39,1.65,1,0,1.01,0.45,0,1.42,411,Testing,0.45039161510558,0.476596224895931
10231,Mass Immunization Roster Biller,497401965,56,39,8081,1736.41,1361.31,1342.61,0,0,0,0,0,56,0.15,0.12,0.15,0.12,0.21,33,0.16,0.27,41,62,69,31,0.09,72,0.06,0.06,1.54,411,Testing,0.416842546284577,0.423739635519262
10232,Mass Immunization Roster Biller,758243867,1150,77,114511.62,52187.3,40915.11,40461.77,0,0,0,0,0,1150,29,27,23,0.93,32,48,27,35,38,60,75,40,0.71,44,0.75,17,2.12,411,Testing,0.442577479251658,0.487101341930324
10233,Mass Immunization Roster Biller,899291139,34,27,34418,6476.16,5077.33,4993.85,0,0,0,0,0,34,0.13,0.11,41,0.11,0.19,0.25,0.15,0.25,41,63,74,0.29,0.08,52,0,0,1.35,411,Testing,0.424665968321274,0.452289765927428
10234,Mass Immunization Roster Biller,799655693,169,166,257543.9,46727.81,35705.01,37566.23,0,0,0,0,0,169,14,8,14,12,21,33,19,26,34,55,75,46,12,46,0.67,0.5,1.53,411,Testing,0.398591380486315,0.416393534892119
10235,Mass Immunization Roster Biller,684718880,13,13,161,115.22,112.94,112.94,0,0,0,0,0,13,0.05,0,0.05,0,0,0.09,0.05,0.08,0.09,0.16,0.19,0.1,0,0.12,0.02,0,1.08,411,Testing,0.446309194168583,0.47675387597058
10236,Mass Immunization Roster Biller,116726063,2368,516,505885,176393.93,126549.29,123992.04,300,29768,16204.74,15752.28,15752.28,2068,14,8,18,11,12,27,26,30,27,63,68,32,6,36,6,6,1.27,411,Testing,0.525593159215312,0.509217425485601
10237,Mass Immunization Roster Biller,330079532,320,312,164391.5,39143.07,30599.39,30377.22,0,0,0,0,0,320,13,6,14,17,14,25,13,28,24,52,63,29,13,39,4,6,1.52,411,Testing,0.389185269034868,0.413806572362621
10238,Mass Immunization Roster Biller,361832806,1807,286,549260.4,123486.8,93965.36,88776.89,487,12846.4,4771.84,3719.76,3719.76,1320,16,12,17,11,22,27,15,30,29,59,69,30,14,70,6,8,1.45,411,Testing,0.461864219159113,0.462535393897424
10239,Mass Immunization Roster Biller,978529850,470,191,127155,26606.42,18384.69,17669.26,0,0,0,0,0,470,12,9,13,13,16,23,13,29,30,44,74,34,10,40,0.41,6,1.31,411,Testing,0.385836172783793,0.409374912972657
10240,Mass Immunization Roster Biller,426554461,1642,748,179401,52758.83,39066.48,38475.39,0,0,0,0,0,1642,35,21,19,19,54,54,27,36,45,75,75,75,9,43,13,11,2.13,411,Testing,0.490426594619467,0.504166957110974
10241,Mass Immunization Roster Biller,153249399,336,31,15079,14318.49,10393.55,10045.32,0,0,0,0,0,336,0.5,0.52,0.5,0.39,0.75,0.96,0.57,1.04,0.94,52,61,1.1,0.3,39,0,0,0.95,411,Testing,0.405514852381224,0.42472082865164
10242,Mass Immunization Roster Biller,905687473,15,15,11002,2667.94,2091.7,2143.95,0,0,0,0,0,15,0.1,0.09,0.1,0.08,0.14,73,0.11,0.2,0.18,75,75,73,0.06,0.23,0.05,0.04,2.5,411,Testing,0.485601785351428,0.474356803892168
10243,Mass Immunization Roster Biller,187465802,74,62,136797.4,21639.8,16850.35,16711.55,0,0,0,0,0,74,18,0.2,0.25,40,18,29,0.28,40,32,65,75,35,0.15,61,0.11,0.11,1.4,411,Testing,0.425424648424966,0.450915498884566
10244,Mass Immunization Roster Biller,778435002,180,152,240881,35981.83,28181.18,28534.48,0,0,0,0,0,180,16,11,18,11,28,38,22,38,36,63,75,36,0.29,51,0.24,0.23,1.75,411,Testing,0.395340549958462,0.419895162674656
10245,Mass Immunization Roster Biller,749760547,16279,744,1373527,436109.61,353497.04,349280.66,724,25427,7348.56,6728.49,6728.49,15555,13,10,11,14,17,19,11,13,33,75,69,33,8,39,4,7,1.13,411,Testing,0.592756087356562,0.586512436755585
10246,Mass Immunization Roster Biller,312549960,319,155,54852,15091.84,10090.38,9768.91,0,0,0,0,0,319,12,0.73,7,9,7,26,0.94,17,29,50,59,28,7,35,0.37,0.37,1.23,411,Testing,0.373838351635682,0.410683121577661
10247,Mass Immunization Roster Biller,324138128,26,15,6441,3900.75,2942.91,2945.62,0,0,0,0,0,26,0.16,0,0.16,0.12,0.24,0.3,0.18,0.33,0.29,0.53,0.62,0.34,0,0.38,0,0.07,0.74,411,Testing,0.450936214078275,0.462513601689269
10248,Mass Immunization Roster Biller,739875401,760,327,324485,85771.1,65515.4,67468.65,19,266,111.91,87.79,87.79,741,8,10,18,8,14,31,12,34,39,60,69,23,9,60,6,6,1.63,411,Testing,0.394464671180547,0.42697906559416
10249,Mass Immunization Roster Biller,515891963,421,183,52523,33405.89,26085.14,26879.72,0,0,0,0,0,421,28,30,30,14,44,52,35,43,39,64,75,57,15,46,18,11,2.12,411,Testing,0.458603078863026,0.494572185049997
10250,Mass Immunization Roster Biller,782749923,1064,803,173514,126233.02,96097.68,87402.47,0,0,0,0,0,1064,9,5,10,10,12,28,9,25,29,52,60,22,8,31,2,2,1.09,411,Testing,0.411368466070054,0.4358450702378
10251,Mass Immunization Roster Biller,877263215,24,23,10253,2772.97,2095.61,1870.39,0,0,0,0,0,24,0.11,0.08,0.11,0.1,0.15,0.21,0.12,0.19,0.21,52,48,0.25,0.07,48,0.04,0.05,1.08,411,Testing,0.41665350083757,0.436955047704255
10252,Mass Immunization Roster Biller,357364443,65890,667,2151565,632746.57,494933.18,498632.77,55525,642474,147584.59,115276.41,115276.41,10365,27,16,22,12,48,75,32,35,58,75,75,57,9,39,10,9,3.67,411,Testing,0.68816164946626,0.677252692229878
10253,Mass Immunization Roster Biller,739154819,71,63,9661,4578.69,2727.9,2722.7,0,0,0,0,0,71,0.38,0.35,0.38,0.31,0.56,21,0.43,25,17,40,46,21,0.23,35,0.18,0.17,1.27,411,Testing,0.387656043960979,0.414826917184668
10254,Mass Immunization Roster Biller,598544550,257,158,32795,28390.04,18992.6,18502.32,0,0,0,0,0,257,9,14,15,7,11,18,11,26,25,51,58,20,0.9,31,0.78,0.68,1.16,411,Testing,0.381970983140797,0.415951412563479
10255,Mass Immunization Roster Biller,893562040,148,48,33151,11581.8,8193.01,7534.03,0,0,0,0,0,148,0.36,44,0.35,0.31,0.51,0.68,0.39,75,35,58,67,0.8,0.22,29,0.15,0.16,1.19,411,Testing,0.424042061999308,0.463179652910784
10256,Mass Immunization Roster Biller,140491854,1017,212,274262,94761.99,78276.2,74323.15,195,26238,21565.84,21126.43,21126.43,822,10,5,11,9,14,14,7,28,15,41,54,21,9,38,2.14,2.44,0.98,411,Testing,0.510871917558908,0.511213561484093
10257,Mass Immunization Roster Biller,672305852,436,172,30224.85,22838,15223.95,15061.47,0,0,0,0,0,436,6,1.3,13,11,8,17,12,26,33,56,54,18,7,27,0.7,0.62,1.08,411,Testing,0.375621749342252,0.411700077800813
10258,Mass Immunization Roster Biller,422577254,2581,1854,389515,130395.05,96900.69,99077.62,0,0,0,0,0,2581,31,22,26,14,49,52,29,38,42,71,75,63,10,43,9,12,2.15,411,Testing,0.504883341796889,0.518106363498592
10259,Mass Immunization Roster Biller,159736610,623,172,174810,57001.16,46655.99,44043.77,101,10502,8708.58,8522.23,8522.23,522,12,2.48,7,13,10,9,3.58,19,10,32,54,21,12,32,1.04,1.19,1,411,Testing,0.457005787291054,0.503347251343421
10260,Mass Immunization Roster Biller,658799001,230,19,27670,12295.44,8479.6,9664.12,0,0,0,0,0,230,0,0,0.52,0.32,0.79,0.97,0.62,63,0.9,1.51,1.79,1.04,0,1.11,0.38,0,1.04,411,Testing,0.452333514794256,0.474774206536255
10261,Mass Immunization Roster Biller,853807342,2351,230,250829,96254.04,81192.16,79683.06,225,37758,21151.03,20710.94,20710.94,2126,10,7,14,10,12,29,14,21,22,55,67,23,25,23,2.43,2.52,1.02,411,Testing,0.529729436086863,0.513702650052248
10262,Mass Immunization Roster Biller,376044630,5462,449,394155,141150.82,114168.3,113440.77,159,6700,3408.43,3234.47,3234.47,5303,12,7,14,8,14,17,16,27,24,75,67,27,5,37,2.04,6,1.04,411,Testing,0.470366426034769,0.487438651899288
10263,Mass Immunization Roster Biller,714433987,420,66,88848,17154.76,13449.34,11316.51,0,0,0,0,0,420,0.11,0,17,18,17,30,0.05,41,30,58,74,32,0.09,53,0,18,1.42,411,Testing,0.402089472020999,0.456486099287563
10264,Mass Immunization Roster Biller,556479371,363,14,63625,46129.39,35441.25,35645.27,0,0,0,0,0,363,1.28,1.49,1.3,0.93,2,2.51,1.54,75,2.39,4.18,4.89,2.78,0.73,2.97,0,0.62,0.89,411,Testing,0.471208290464663,0.475594613051969
10265,Mass Immunization Roster Biller,584925894,213,169,31550,26340.16,20635.83,20362.56,0,0,0,0,0,213,1.23,1.18,34,0.97,1.82,15,17,75,19,26,46,20,0.73,16,75,0.56,1.46,411,Testing,0.499121384659922,0.463294377357854
10266,Mass Immunization Roster Biller,884375225,20,18,10028,2257.33,1774.63,2070.67,0,0,0,0,0,20,0.12,0.13,0.12,0.08,0.18,0.23,0.14,0.26,0.21,0.36,72,0.25,0.07,0.26,0.08,0.06,2.08,411,Testing,0.448724863815814,0.451017540490976
10267,Mass Immunization Roster Biller,767478894,1472,362,435642,127406.16,99787.43,96388.9,0,0,0,0,0,1472,28,21,17,15,32,38,16,43,34,65,75,46,15,50,8,43,1.77,411,Testing,0.431293937456145,0.476116024572434
10268,Mass Immunization Roster Biller,917094646,503,26,80870,32151.81,24487.37,24594.44,0,0,0,0,0,503,0.75,0.86,0.76,0,0,1.47,0.9,75,1.4,2.45,42,1.63,0.43,62,0.49,0.36,1.01,411,Testing,0.457936292511913,0.449785571596342
10269,Mass Immunization Roster Biller,227404040,130,14,20961.64,11538.42,8612.33,8538.47,0,0,0,0,0,130,0.34,0,0.34,0,0.51,0,0,0.73,0.63,1.12,1.31,0,0.2,0.8,0.21,0.16,0.92,411,Testing,0.448028128099795,0.467770973801019
10270,Mass Immunization Roster Biller,462016753,548,194,81690,38327.32,27536.67,27789.44,34,3020,2408.01,2292.23,2292.23,514,21,16,11,14,34,43,23,32,34,75,75,48,10,46,1.06,0.94,1.56,411,Testing,0.432759426570872,0.458176944149086
10271,Mass Immunization Roster Biller,648374218,247,162,15457.68,12992.45,8193.94,9751.74,34,1437.68,1412.12,1383.87,1383.87,213,9,7,10,12,11,19,10,20,18,43,54,22,8,31,0.79,0.67,0.88,411,Testing,0.40352692300524,0.440731945103052
10272,Mass Immunization Roster Biller,560979880,57,13,6264,5011.4,3653.23,3571.19,0,0,0,0,0,57,0,0.19,0.19,0,0.28,0.36,0.22,75,0.35,0.64,0.75,0.42,0.11,0.46,0,0.09,1.5,411,Testing,0.468534914661454,0.464972125635993
10273,Mass Immunization Roster Biller,648265428,29,13,1858.44,1266.15,898.19,1033.04,0,0,0,0,0,29,0,0,0.1,0.07,0.15,0.19,0.12,0.21,75,0.32,75,0.21,0.06,0.23,0.06,0,1.14,411,Testing,0.444349134970797,0.452915532375817
10274,Mass Immunization Roster Biller,500733854,54,52,14310,5051.41,3152.54,3822.37,0,0,0,0,0,54,0.38,0.41,0.4,0.27,0.59,23,0.46,50,29,56,60,0.82,0.22,44,0.24,0.18,1.48,411,Testing,0.390230075810916,0.437057278437068
10275,Mass Immunization Roster Biller,628473900,7926,1092,632588,320833.62,256725.43,253399.36,723,94776,59960.6,58657.83,58657.83,7203,11,10,16,8,15,29,13,25,30,52,59,26,5,38,4,5,1.28,411,Testing,0.602916641750841,0.604193556477288
10276,Mass Immunization Roster Biller,852069448,594,311,170866,52871.1,39986.99,40374.57,0,0,0,0,0,594,31,15,19,18,44,57,23,42,49,68,75,55,12,39,8,9,2.96,411,Testing,0.438329372509385,0.473849861112425
10277,Mass Immunization Roster Biller,310965527,397,166,61476,28690.38,20334.14,24257.32,0,0,0,0,0,397,14,1.98,8,1.14,8,13,10,27,20,42,48,19,7,23,1.18,0.82,0.84,411,Testing,0.394929615577576,0.429834934526359
10278,Mass Immunization Roster Biller,783316538,463,212,193955,64863.45,48249.12,48246.86,0,0,0,0,0,463,27,25,13,13,35,42,20,38,38,67,75,50,11,43,8,66,1.86,411,Testing,0.42533197153754,0.457868210402335
10279,Mass Immunization Roster Biller,591588082,197,94,35020,16663.59,11845.94,11413.83,0,0,0,0,0,197,12,0.7,0.74,0.61,18,19,0.85,22,33,56,55,28,16,36,0.37,0.34,1.81,411,Testing,0.39582081982132,0.425727717353692
10280,Mass Immunization Roster Biller,296462722,449,213,151325,57078.2,41992.5,47343.67,0,0,0,0,0,449,12,17,17,11,27,38,20,47,37,59,75,40,7,49,7,23,2.04,411,Testing,0.416335528990146,0.455158466359239
10281,Mass Immunization Roster Biller,935866704,122,40,33673,5689.48,3949.47,3770.85,0,0,0,0,0,122,0.17,0.13,0.17,0.15,0.24,0.32,0.19,0.31,0.32,55,58,0.38,0.11,75,0.06,0.07,1.02,411,Testing,0.425148938785675,0.428416659077169
10282,Mass Immunization Roster Biller,111133688,930,518,228923,73995.6,51880.73,51009.4,0,0,0,0,0,930,14,13,11,14,17,25,11,22,28,53,64,33,6,38,5,6,1.32,411,Testing,0.387840239872117,0.422301075671516
10283,Mass Immunization Roster Biller,210641344,308,166,100350,27618.52,21992.45,22079.12,0,0,0,0,0,308,0.96,0.9,7,9,1.42,13,1.11,17,12,54,50,12,12,35,0.49,0.44,0.8,411,Testing,0.398145685664709,0.42958872396623
10284,Mass Immunization Roster Biller,439498616,437,26,84708,38514.36,29080.97,29243.08,0,0,0,0,0,437,0.98,1.13,1,0,0,1.92,1.17,73,1.82,46,3.75,2.13,0,2.3,0.65,0.47,1.2,411,Testing,0.441498862685744,0.464875266468651
10285,Mass Immunization Roster Biller,146397318,2608,424,629247,227618.91,173537.77,165264.33,379,46790,19522.59,15305.61,15305.61,2229,19,15,12,18,24,42,16,28,34,64,72,42,6,32,6,5,1.49,411,Testing,0.553037770164309,0.526747132219601
10286,Mass Immunization Roster Biller,526084330,4069,2345,543440,147746.81,109625.65,110145.06,0,0,0,0,0,4069,17,19,22,13,29,35,27,40,33,53,70,37,9,40,8,10,1.73,411,Testing,0.464632423669047,0.48441584438537
10287,Mass Immunization Roster Biller,532092989,1369,865,199105,63639.01,49481,48505.25,0,0,0,0,0,1369,23,23,19,23,32,41,18,37,28,62,74,42,15,51,10,11,1.8,411,Testing,0.433910257803503,0.479377452821095
10288,Mass Immunization Roster Biller,755714552,170,33,39413,9961.83,7216.62,8017.54,0,0,0,0,0,170,0.34,0.41,0.36,0,0.54,0.67,0.42,75,0.62,1.05,39,0.72,0.19,0.77,0.24,0,1.74,411,Testing,0.452597935590959,0.456772057689536
10289,Mass Immunization Roster Biller,171463015,4899,3189,1662407,779302.61,562582.26,519612.59,0,0,0,0,0,4899,14,7,9,12,14,22,11,16,29,60,67,29,10,37,2,4,1.13,411,Testing,0.524734310974021,0.568578059264908
10290,Mass Immunization Roster Biller,777132632,155,123,15573,11689.41,7775.55,7554.35,0,0,0,0,0,155,0.78,0.72,11,0.63,1.14,16,16,30,36,36,48,20,0.47,25,0.38,0.35,1.19,411,Testing,0.390522084435399,0.424541479784887
10291,Mass Immunization Roster Biller,618590207,1157,288,141210,99606.12,76979.15,89249.44,0,0,0,0,0,1157,22,59,18,16,36,42,23,75,29,57,75,43,18,50,29,14,1.81,411,Testing,0.470872545041439,0.514396113109571
10292,Mass Immunization Roster Biller,412207079,740,269,152102,80311.17,62091.14,56514.03,0,0,0,0,0,740,19,38,26,13,55,64,26,26,62,68,75,57,6,46,12,27,3.24,411,Testing,0.500853766875265,0.502025761627547
10293,Mass Immunization Roster Biller,800630030,189,50,297820,48189.83,37780.62,37971.93,0,0,0,0,0,189,38,0.3,0.31,0.21,46,48,24,24,40,75,75,75,0.15,44,0,0.14,1.46,411,Testing,0.465122157141774,0.481240431790645
10294,Mass Immunization Roster Biller,888333303,128,35,42075,15943.26,12295.21,12305.4,0,0,0,0,0,128,0.44,0.47,43,0.34,0,0.86,0.52,69,34,51,60,0.97,0,46,0.27,0,0.97,411,Testing,0.426370994931462,0.454147954572803
10295,Mass Immunization Roster Biller,343295201,251,112,52536,23101.56,17628.03,17982.89,0,0,0,0,0,251,19,15,28,15,54,67,37,44,53,64,75,55,11,45,15,17,3.86,411,Testing,0.483043601291651,0.507384261208031
10296,Mass Immunization Roster Biller,987728397,42,30,9896,2324.89,1242.57,1573.86,0,0,0,0,0,42,0.2,0,0.21,0.15,0.3,0.39,0,50,0.37,0.65,0.77,0.43,0,0.48,0,0.09,0.83,411,Testing,0.452601443369454,0.465470816594507
10297,Mass Immunization Roster Biller,455845315,292,13,31906,19037.9,14160.36,14230.02,0,0,0,0,0,292,0.54,0.62,0.55,0.4,0,1.05,0.64,75,1.01,1.77,2.08,1.17,0.31,1.27,0.35,0,0.96,411,Testing,0.459568245401263,0.472845744159915
10298,Mass Immunization Roster Biller,225697295,256,171,74341,25134.52,19302.23,22461.99,0,0,0,0,0,256,39,32,27,13,46,54,32,40,33,68,75,57,20,47,14,16,2.07,411,Testing,0.471261425778936,0.525445598970854
10299,Mass Immunization Roster Biller,373257248,101,78,36814.22,7891.64,5881.82,6711.58,0,0,0,0,0,101,24,0.46,17,0.32,21,37,18,44,24,65,69,42,0.26,68,0.26,18,1.53,411,Testing,0.442125816832139,0.46557852076562
10300,Mass Immunization Roster Biller,920055545,16261,755,1492291.48,584153.43,450552,426227.64,0,0,0,0,0,16261,21,31,24,14,36,49,32,48,40,68,75,51,9,44,14,13,2.1,411,Testing,0.569590993079084,0.601267387670367
10301,Mass Immunization Roster Biller,382280203,1029,152,265123,62514.91,48886.71,50923.34,518,72924,28160.32,22003.84,22003.84,511,20,13,14,37,24,49,17,27,29,63,75,47,7,41,0.56,7,1.75,411,Testing,0.555018856766986,0.526853245302703
10302,Mass Immunization Roster Biller,941452463,1830,582,505189,139730.79,102935.33,97705.32,0,0,0,0,0,1830,35,12,14,15,47,41,20,25,34,75,75,75,11,44,2,9,1.91,411,Testing,0.478284008930064,0.482411982054181
10303,Mass Immunization Roster Biller,599883007,4782,2912,345293,112533.61,90954.3,90663.41,0,0,0,0,0,4782,16,14,18,15,20,28,20,32,24,56,66,30,14,40,7,7,1.41,411,Testing,0.456908870414605,0.481232851666678
10304,Mass Immunization Roster Biller,561138711,319,205,86263,25065.59,17827.93,17189.13,0,0,0,0,0,319,14,11,13,12,20,26,10,20,26,45,70,35,16,40,0.51,5,1.32,411,Testing,0.39053087637243,0.417664737857203
10305,Mass Immunization Roster Biller,106856361,1049,190,121360,81262.97,54042.15,57174.84,0,0,0,0,0,1049,3.61,4.07,16,7,7,17,23,72,27,43,43,19,8,36,18,1.71,1.39,411,Testing,0.429255036789482,0.457795528124352
10306,Mass Immunization Roster Biller,257753368,85,85,80435,18684.67,14005.54,13900.97,0,0,0,0,0,85,0.54,0.5,0.55,0.44,13,20,16,22,26,58,68,34,0.32,31,0.27,0.25,1.29,411,Testing,0.377011005203733,0.415539786323783
10307,Mass Immunization Roster Biller,249858969,2695,116,144455,91092.35,70440.89,58526.37,0,0,0,0,0,2695,1.36,0.72,12,1.51,1.69,20,1.19,41,40,56,57,27,0.91,72,0.14,0.53,1.23,411,Testing,0.425750876836183,0.459225637921086
10308,Mass Immunization Roster Biller,173346257,442,145,59032.43,40290.17,33310.8,31997.72,64,7247.18,6952.98,6735.6,6735.6,378,11,10,2.84,2.66,3.59,12,3.14,24,19,48,52,20,8,30,1.04,1.07,0.79,411,Testing,0.45497430961384,0.485914093374187
10309,Mass Immunization Roster Biller,789076517,133,87,35302,8429.59,5346.27,6506.87,0,0,0,0,0,133,13,0.63,24,0.42,0.9,25,0.71,37,31,63,72,26,18,52,0.37,0.28,1.27,411,Testing,0.401924468878628,0.456898482133778
10310,Mass Immunization Roster Biller,502912355,454,214,110374,36267.52,25793.38,26382.75,0,0,0,0,0,454,21,8,11,12,38,75,14,33,58,64,75,49,0.93,33,8,7,2.41,411,Testing,0.434094036497886,0.464187988306563
10311,Mass Immunization Roster Biller,505039089,74,31,3463.72,3281.34,3215.72,3295.1,37,2424.45,2418.55,2370.1,2370.1,37,0.8,0.57,0.76,0.73,0.88,1.46,0.83,1.55,1.78,52,55,1.81,0.62,2.43,0,0.26,0.84,411,Testing,0.443502428334175,0.46751675149858
10312,Mass Immunization Roster Biller,526129512,1114,119,43512,35835.13,29979.55,29002.98,78,4639,3785.55,3704.34,3704.34,1036,2.02,1.66,9,1.77,2.51,23,2.15,18,33,44,46,18,1.42,23,0.78,0.75,0.86,411,Testing,0.441487801508932,0.474117159405171
10313,Mass Immunization Roster Biller,357458680,52,26,6321,2393.78,1364.63,1310.28,0,0,0,0,0,52,0.17,0.15,0.16,0.13,0.24,0.31,0.18,46,0.31,0.57,62,0.37,0.1,0.41,0.08,0,2.07,411,Testing,0.447817716521772,0.43594393903407
10314,Mass Immunization Roster Biller,600247723,294,14,35075,24991.35,19040.36,19145.97,0,0,0,0,0,294,0.71,0,0.72,0,0,1.39,0.85,75,1.32,2.32,2.72,0,0.4,1.65,0.47,0,1.09,411,Testing,0.460972700732656,0.471991798797538
10315,Mass Immunization Roster Biller,976604531,1790,67,75380,54534.32,40856.39,38889.17,0,0,0,0,0,1790,1.4,1.45,1.35,1.11,2.07,2.67,1.57,18,2.64,43,55,3.09,0.83,60,0.77,0,0.8,411,Testing,0.433451318568886,0.452645545353741
10316,Mass Immunization Roster Biller,214443673,335,125,41478,16615.1,12832.61,12943.88,0,0,0,0,0,335,0.78,0.74,16,0.62,1.16,1.5,10,16,14,46,44,11,13,40,0.4,0.36,0.71,411,Testing,0.405167507086806,0.435719968687959
10317,Mass Immunization Roster Biller,332060064,41,18,5133,2495.58,2252.48,2725.22,0,0,0,0,0,41,0,0,0.13,0,0.2,0.24,0.16,67,0.22,0.36,0.43,0.25,0.07,0.26,0.1,0,1.59,411,Testing,0.465459382323827,0.483883073915215
10318,Mass Immunization Roster Biller,381954832,1076,415,389790,144334.64,104554.67,99351.73,0,0,0,0,0,1076,12,7,10,16,14,18,8,28,17,49,54,28,12,45,3,4,1.14,411,Testing,0.407509711297736,0.446222240799011
10319,Mass Immunization Roster Biller,455654883,277,196,127224,42094.81,31423.98,30851.52,0,0,0,0,0,277,15,12,18,15,26,42,17,42,43,45,75,41,9,39,8,8,2.11,411,Testing,0.39891355158133,0.426023972639371
